target_idx,context_size,model_name,model_id,route,provider_pin,prompt_version,llm_output,provider,usage,finish_reason,error,attempts,score,match,divergence,length_ratio,refusal,failed
1747,10,gpt-5.6-sol,gpt-5.6-sol,openai,,v2.1,"And all the time numberless fowls were diving, and ducking, and screaming, and yelling, and fighting around them. Stubb was beginning to look disappointed, especially as the horrible nosegay increased, when suddenly from out the very heart of this plague, there stole a faint stream of perfume, which flowed through the tide of bad smells without being absorbed by it, as one river will flow into and then along with another, without at all blending with it for a time. “I have it, I have it,” cried Stubb, with delight, striking something in the subterranean regions, “a purse! a purse!” Dropping his spade, he thrust both hands in, and drew out handfuls of something that looked like ripe Windsor soap, or rich mottled old cheese; very unctuous and savory withal. You might easily dent it with your thumb; it is of a hue between yellow and ash color. And this, good friends, is ambergris, worth a gold guinea an ounce to any druggist. Some six handfuls were obtained; but more was unavoidably lost in the sea, and still more, perhaps, might have been secured were it not for impatient Ahab’s loud command to Stubb to desist, and come on board, else the ship would bid them good bye.",,"{'completion_tokens': 274, 'prompt_tokens': 669, 'total_tokens': 943, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,100.0,True,1.0,2.5245202558635396,False,False
746,10,qwen3.8-27b,qwen/qwen3.8-27b,openrouter,akashml,v2.1,"PIP. (_Pounding the tambourine with his fist, and dancing with a sort of wild, convulsive energy._) There! there! there! I’ll make a pagoda of myself, will I? I’ll make a pagoda of myself, and a temple, and a mosque, and a church, and a synagogue, and a mosque, and a church, and a synagogue, and a mosque, and a church, and a synagogue!",AkashML,"{'completion_tokens': 94, 'prompt_tokens': 580, 'total_tokens': 674, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0005618, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0005618, 'upstream_inference_prompt_cost': 0.000261, 'upstream_inference_completions_cost': 0.0003008}}",stop,,1,35.0,False,0.0,3.3366336633663365,False,False
1033,10,gpt-5.6-sol,gpt-5.6-sol,openai,,v2.1,"Heated and irritated as he was by his spasmodic toil at the pumps, for all his first nameless feeling of forbearance the sweating Steelkilt could but ill brook this bearing in the mate; but somehow still smothering the conflagration within him, without speaking he remained doggedly rooted to his seat, till at last the incensed Radney shook the hammer within a few inches of his face, furiously commanding him to do his bidding.",,"{'completion_tokens': 99, 'prompt_tokens': 1623, 'total_tokens': 1722, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 1620}}",stop,,1,100.0,True,1.0,0.9976744186046511,False,False
956,3,gpt-5.6-sol,gpt-5.6-sol,openai,,v2.1,"A short rushing sound leaped out of the boat; it was the darted iron of Queequeg. Then all in one welded commotion came an invisible push from astern, while forward the boat seemed striking on a ledge; the sail collapsed and exploded; a gush of scalding vapor shot up near by; something rolled and tumbled like an earthquake beneath us. The whole crew were half suffocated as they were tossed helter-skelter into the white curdling cream of the squall.",,"{'completion_tokens': 109, 'prompt_tokens': 304, 'total_tokens': 413, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,100.0,True,0.8129496402877698,0.8129496402877698,False,False
1649,1,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"Now, it is to be observed that the Sperm Whale is by no means the only species of whale which thus herds together; for, though the Right Whale is generally found solitary, or at most in small companies, yet there are times when large bodies of them are seen assembled; and the same may be said of the Humpbacked Whale, and indeed of almost every other variety of the leviathan race.",Alibaba,"{'completion_tokens': 86, 'prompt_tokens': 169, 'total_tokens': 255, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.000629825, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.000629825, 'upstream_inference_prompt_cost': 0.000249275, 'upstream_inference_completions_cost': 0.00038055}}",stop,,1,45.0,False,0.0072992700729927005,0.9294403892944039,False,False
1432,10,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,"In good time the great cable was passed under the monster's body, and the two tackles were attached to it; then the whale was moved a little, so as to bring the chain over the side, and the blubber-hook was then inserted into the blubber at the edge of the fluke. The windlass was then manned, and the work of cutting-in commenced. The men worked with a will, and the whale was soon turned over on his side, so that the blubber could be stripped off in long, wide strips.",Mistral,"{'completion_tokens': 115, 'prompt_tokens': 596, 'total_tokens': 711, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 128, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0017565, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0017565, 'upstream_inference_prompt_cost': 0.000894, 'upstream_inference_completions_cost': 0.0008625}}",stop,,1,41.0,False,0.0,3.8925619834710745,False,False
956,10,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,openrouter,anthropic,v2.1,"A short rushing sound leaped out of the boat; it was the darted iron of Queequeg. Then all in one welded commotion came an invisible push from astern, while forward the boat seemed striking on a ledge; the sail collapsed and exploded; a gush of scalding vapor shot up near by; something rolled and tumbled like an earthquake beneath us. The whole crew were half suffocated as they were tossed helter-skelter into the white curdling cream of the squall. Squall, whale, and harpoon had all blended together; and the whale, merely grazed by the iron, escaped.",Anthropic,"{'completion_tokens': 146, 'prompt_tokens': 1074, 'total_tokens': 1220, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.005412, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.005412, 'upstream_inference_prompt_cost': 0.003222, 'upstream_inference_completions_cost': 0.00219}}",stop,,1,100.0,True,1.0,1.0,False,False
1903,1,claude-haiku-4.5,anthropic/claude-haiku-4.5,openrouter,anthropic,v2.1,"And as the warm gases were rising up from him as from an altar, and the work of dissection was drawing near to a close—as I stood there in that oppressive atmosphere, literally and figuratively rolling in the very substance I was studying—I felt an abrupt qualm come over me. Not from any dizziness—though in truth the heat and the vapor might well have caused it—but a sudden conviction seized me that I was in the presence of something altogether transcendent. For I had come upon the case containing the case, the box within the box, the precious spermaceti itself, in all its immaculate purity and abundance. And as I gazed upon that ivory-hued mass, I could not but feel that I was gazing upon the very essence of the whale—that here, in this crystalline substance, lay the secret of his power and his mystery.",Anthropic,"{'completion_tokens': 190, 'prompt_tokens': 262, 'total_tokens': 452, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.001212, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.001212, 'upstream_inference_prompt_cost': 0.000262, 'upstream_inference_completions_cost': 0.00095}}",stop,,1,43.0,False,0.01383399209486166,1.6106719367588933,False,False
746,10,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"FRENCH SAILOR. Merry-mad, boys; now’s the word; it burns the feet. I’m off to the galley for a pannikin of coffee. (_Exit._) TAHITIAN SAILOR. (_Leaping on a mat._) Hail, holy nakedness! our dancing girls!—or hee-hee! hee-hee! MALTESE SAILOR. (_Re-entering, and tossing his cap._) There—off with it! My skull’s a cup of wine; let’s have a toast! Here’s to the ladies! (_Drinks._) SICILIAN SAILOR. (_Snatching the cap from him._) Aye, aye, Sicilian! but here’s to the lads! (_Drinks._) TAHITIAN SAILOR. (_Snatching the cap again._) And here’s to the lassies! (_Drinks._)",Alibaba,"{'completion_tokens': 194, 'prompt_tokens': 580, 'total_tokens': 774, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00171395, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00171395, 'upstream_inference_prompt_cost': 0.0008555, 'upstream_inference_completions_cost': 0.00085845}}",stop,,1,55.0,False,0.3069306930693069,5.623762376237623,False,False
1903,1,claude-sonnet-4.6,anthropic/claude-sonnet-4.6,openrouter,anthropic,v2.1,"And as for my exact knowledge of the bones of the leviathan in their gigantic, full grown development, for that rare knowledge I am indebted to my late royal friend Tranquo, king of Tranque, one of the Arsacides. For being at Tranque, years ago, when attached to a whaling voyage, and supplied with a hollow tooth; but, with the assurance of a king, was pleased to be sociable—and they are sociable—I say, I saw Tranquo's great sperm whale, which, after an unusually long raging gale, had been found dead and stranded, with his head against a cocoa-nut tree, whose plumage-like, tufted droopings seemed his verdant jet. When the vast body had at last been stripped of its fathom-deep enfoldings, and the bones become dust dry in the sun, then the skeleton was carefully transported up the Pupella glen, where a grand temple of lordly palms now sheltered it.",Anthropic,"{'completion_tokens': 230, 'prompt_tokens': 263, 'total_tokens': 493, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.004239, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.004239, 'upstream_inference_prompt_cost': 0.000789, 'upstream_inference_completions_cost': 0.00345}}",stop,,1,76.0,False,0.5237154150197628,1.6936758893280632,False,False
1036,3,mistral-medium-3.5,mistralai/mistral-medium-3-5,openrouter,mistral,v2.1,"""Ere the cry could go up, the other four men had leaped from the rigging—the two mates, and the two harpooneers, a Scotchman and a Manxman— and were fast wading in the blood which poured from the head of Radney. But Steelkilt, springing upon the rail, shook his clenched fist over them, and shouted to his comrades below, who had thus far been obedient to the mate’s command. They one and all declared they would have no more to do with the pumps, and if the vessel sank, they were ready to perish with her. So with ominous voices they swore up and down, and the ship’s discipline was gone.",Mistral,"{'completion_tokens': 150, 'prompt_tokens': 563, 'total_tokens': 713, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0019695, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0019695, 'upstream_inference_prompt_cost': 0.0008445, 'upstream_inference_completions_cost': 0.001125}}",stop,,1,53.0,False,0.12280701754385964,3.4302325581395348,False,False
956,10,claude-haiku-4.5,anthropic/claude-haiku-4.5,openrouter,anthropic,v2.1,"A short rushing sound leaped out of the boat; it was the darted iron of Queequeg. Then all in one welded commotion came an invisible push from astern, while forward the boat seemed striking on a ledge; the sail collapsed and exploded; a gush of scalding vapor shot up near by; something rolled and tumbled like an earthquake beneath us. The whole crew were half suffocated as they were tossed helter-skelter into the white curdling cream of the squall. Squall, whale, and harpoon had all blended together; and the whale, merely grazed by the iron, escaped.",Anthropic,"{'completion_tokens': 146, 'prompt_tokens': 1073, 'total_tokens': 1219, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.001803, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.001803, 'upstream_inference_prompt_cost': 0.001073, 'upstream_inference_completions_cost': 0.00073}}",stop,,1,100.0,True,1.0,1.0,False,False
1432,10,gpt-5.6-terra,gpt-5.6-terra,openai,,v2.1,"Ere long, the exhausted whale was brought alongside, and the great tackles were hooked on; while the crew, with a wild, strange chant, began the labor of securing their prize.",,"{'completion_tokens': 41, 'prompt_tokens': 577, 'total_tokens': 618, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,43.0,False,0.0,1.4462809917355373,False,False
1557,3,qwen3.7-max,qwen/qwen3.7-max,openrouter,alibaba,v2.1,"But as for the Sperm Whale, though he may be chased by a thousand Dericks, yet is he not to be captured by any of them; for he is the only whale that can be successfully pursued and taken by man. Not that he is always safe from the harpoon; but that when struck, he either sinks outright, or else, if he runs, he runs with such velocity and endurance that few ships can keep pace with him long enough to secure their prize. And even when at last exhausted and brought alongside, his vast bulk and tremendous strength make the final conquest a perilous and uncertain enterprise, demanding all the skill, courage, and patience that mortal men can bring to bear upon the mighty leviathan of the deep.",Alibaba,"{'completion_tokens': 150, 'prompt_tokens': 541, 'total_tokens': 691, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.001461725, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.001461725, 'upstream_inference_prompt_cost': 0.000797975, 'upstream_inference_completions_cost': 0.00066375}}",stop,,1,37.0,False,0.0,16.209302325581394,False,False
1557,3,qwen3.8-27b,qwen/qwen3.8-27b,openrouter,akashml,v2.1,"But the Pequod, with her one remaining boat, and her one remaining harpooner, and her one remaining captain, and her one remaining mate, and her one remaining first mate, and her one remaining second mate, and her one remaining third mate, and her one remaining fourth mate, and her one remaining fifth mate, and her one remaining sixth mate, and her one remaining seventh mate, and her one remaining eighth mate, and her one remaining ninth mate, and her one remaining tenth mate, and her one remaining eleventh mate, and her one remaining twelfth mate, and her one remaining thirteenth mate, and her one remaining fourteenth mate, and her one remaining fifteenth mate, and her one remaining sixteenth mate, and her one remaining seventeenth mate, and her one remaining eighteenth mate, and her one remaining nineteenth mate, and her one remaining twentieth mate, and her one remaining twenty-first mate, and her one remaining twenty-second mate, and her one remaining twenty-third mate, and her one remaining twenty-fourth mate, and her one remaining twenty-fifth mate, and her one remaining twenty-sixth mate, and her one remaining twenty-seventh mate, and her one remaining twenty-eighth mate, and her one remaining twenty-ninth mate, and her one remaining thirtieth mate, and her one remaining thirty-first mate, and her one remaining thirty-second mate, and her one remaining thirty-third mate, and her one remaining thirty-fourth mate, and her one remaining thirty-fifth mate, and her one remaining thirty-sixth mate, and her one remaining thirty-seventh mate, and her one remaining thirty-eighth mate, and her one remaining thirty-ninth mate, and her one remaining forti",AkashML,"{'completion_tokens': 351, 'prompt_tokens': 541, 'total_tokens': 892, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00136665, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00136665, 'upstream_inference_prompt_cost': 0.00024345, 'upstream_inference_completions_cost': 0.0011232}}",stop,,1,40.0,False,0.0,39.02325581395349,False,False
1036,3,gpt-5.6-terra,gpt-5.6-terra,openai,,v2.1,"“Steelkilt sprang to the windlass, and with a sudden wrench tore off the iron lever, and brandishing it over his head, cried out in a voice that made the very ship tremble, ‘Who’s for Steelkilt?’”",,"{'completion_tokens': 54, 'prompt_tokens': 542, 'total_tokens': 596, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0}}",stop,,1,50.0,False,0.0,1.1395348837209303,False,False
956,10,glm-5.2,z-ai/glm-5.2,openrouter,z-ai,v2.1,"But at that instant he drew a heavy knife from his pocket and took the harpoon from Queequeg. He did not, however, insert it in the fish, but, letting it trail over the side, began to row with all his might, shouting to the other boats to do the same, for the whale was now beginning to ""sound,"" and the line was running out at a fearful rate.",Z.AI,"{'completion_tokens': 83, 'prompt_tokens': 986, 'total_tokens': 1069, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0017456, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0017456, 'upstream_inference_prompt_cost': 0.0013804, 'upstream_inference_completions_cost': 0.0003652}}",stop,,1,46.0,False,0.0,0.6169064748201439,False,False
1649,1,kimi-k3,moonshotai/kimi-k3,openrouter,chutes,v2.1,"Now, though such great bodies are at times encountered, yet, as must have been seen, even at the present day, small detached bands are occasionally observed, embracing from twenty to fifty individuals each. Such bands are known as schools. They generally are of two sorts; those composed almost entirely of females, and those mustering none but young vigorous males, or bulls, as they are familiarly designated.",Chutes,"{'completion_tokens': 88, 'prompt_tokens': 213, 'total_tokens': 301, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.001959, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.001959, 'upstream_inference_prompt_cost': 0.000639, 'upstream_inference_completions_cost': 0.00132}}",stop,,1,100.0,True,1.0,1.0,False,False
1432,10,kimi-k3,moonshotai/kimi-k3,openrouter,chutes,v2.1,"“Didn’t I tell you so?” said Flask; “yes, you’ll soon see this right whale’s head hoisted up opposite that parmacetti’s.”

In good time, Flask’s saying proved true. As before, the Pequod steeply leaned over towards the sperm whale’s head, now, by the counterpoise of both heads, she regained her even keel; though sorely strained, you may well believe. So, when on one side you hoist in Locke’s head, you go over that way; but now, on the other side, hoist in Kant’s and you come back again; but in very poor plight. Thus, some minds for ever keep trimming boat. Oh, ye foolish! throw all these thunder-heads overboard, and then you will float light and right.

In disposing of the body of a right whale, when brought alongside the ship, the same preliminary proceedings commonly take place as in the case of a sperm whale; only, in the latter instance, the head is cut off whole, but in the former the lips and tongue are separately removed and hoisted on deck, with all the well known black bone attached to what is called the crown-piece. But nothing like this, in the present case, had been done. The carcases of both whales had dropped astern; and the head-laden ship not a little resembled a mule carrying a pair of overburdening panniers.

Meantime, Fedallah was calmly eyeing the right whale’s head, and ever and anon glancing from the deep wrinkles there to the lines in his own hand. And Ahab chanced so to stand, that the Parsee occupied his shadow; while, if the Parsee’s shadow was there at all it seemed only to blend with, and lengthen Ahab’s. As the crew toiled on, Laplandish speculations were bandied among them, concerning all these passing things.",Chutes,"{'completion_tokens': 406, 'prompt_tokens': 648, 'total_tokens': 1054, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.008034, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.008034, 'upstream_inference_prompt_cost': 0.001944, 'upstream_inference_completions_cost': 0.00609}}",stop,,1,100.0,True,1.0,13.776859504132231,False,False
1903,1,glm-5.2,z-ai/glm-5.2,openrouter,z-ai,v2.1,"And what do you think I saw? what do you think I saw in that young cub's belly? what do you think I saw in that young cub's belly, but a whole handful of little lobsters, still alive, and kicking, and crawling about! Yes, sir, as I live, the Sperm Whale feeds upon live lobsters; and I have seen it. And what is more, I have heard of a still more remarkable instance, which I will relate to you presently. But first, let me say, that the Sperm Whale is not only a lobster-eater, but he is likewise a squid-eater; and that the squid, or cuttle-fish, is his principal food. And this is the more to be wondered at, since the squid is one of the most formidable of all the inhabitants of the deep, and is armed with tremendous weapons of offence and defence. But of this more anon.",Z.AI,"{'completion_tokens': 189, 'prompt_tokens': 241, 'total_tokens': 430, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.001169, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.001169, 'upstream_inference_prompt_cost': 0.0003374, 'upstream_inference_completions_cost': 0.0008316}}",stop,,1,43.0,False,0.009881422924901186,1.5355731225296443,False,False
746,10,grok-4.3,x-ai/grok-4.3,openrouter,xai,v2.1,"CHINA SAILOR. Rattle thy teeth, then, and pound away; make a pagoda of thyself. But look ye, Pip, here comes the music; now for it!",xAI,"{'completion_tokens': 39, 'prompt_tokens': 727, 'total_tokens': 766, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 256, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00073745, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00073745, 'upstream_inference_prompt_cost': 0.00063995, 'upstream_inference_completions_cost': 9.75e-05}}",stop,,1,45.0,False,0.0,1.297029702970297,False,False
1036,3,kimi-k3,moonshotai/kimi-k3,openrouter,chutes,v2.1,"“An awful silence now reigned in the forecastle. The Lakeman, still retaining his place on the hatch, and looking round him tranquilly, though with a certain wild vagueness of aspect, said, ‘I have done what I have been driven to do. I am sorry for it, but I could not help it. Now, I am ready to take the consequences.’ But the consequences were not long in coming. The Captain, who had been roused by the tumult, now rushed down into the forecastle, followed by the crew, and seeing the mate lying in his blood, and Steelkilt standing over him, he cried out, ‘Seize that man!’ But the Lakeman, stepping back, and drawing a long, sharp knife from his belt, said, ‘The first man that touches me, I will send to keep company with the mate.’ The men hesitated, and in the pause, Steelkilt, with a sudden bound, sprang up the hatchway, and gaining the deck, leaped into the sea, and swam for a neighboring ship, which he reached in safety, and was taken on board. The mate, meanwhile, was conveyed to his hammock, where he lay for many weeks, but at last recovered, though with a jaw so twisted and awry, that he ever after went by the name of ‘Crooked-jaw.’”",Chutes,"{'completion_tokens': 293, 'prompt_tokens': 605, 'total_tokens': 898, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00621, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00621, 'upstream_inference_prompt_cost': 0.001815, 'upstream_inference_completions_cost': 0.004395}}",stop,,1,42.0,False,0.0,6.72093023255814,False,False
1903,1,deepseek-v4-pro,deepseek/deepseek-v4-pro-0813,openrouter,parasail,v2.1,"And as for my exact knowledge of the bones of the leviathan in their gigantic, full grown development, for that rare knowledge I am indebted to my late royal friend Tranquo, king of Tranque, one of the Arsacides.",Parasail,"{'completion_tokens': 50, 'prompt_tokens': 241, 'total_tokens': 291, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00051612, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00051612, 'upstream_inference_prompt_cost': 0.00031812, 'upstream_inference_completions_cost': 0.000198}}",stop,,1,100.0,True,0.4189723320158103,0.4189723320158103,False,False
1649,1,grok-4.3,x-ai/grok-4.3,openrouter,xai,v2.1,"Now, though such famous, hospitable ships ever found exceeding interest; yet was there no conceivable time or occasion when a general lassitude overtakes the sated Turk; then a love of ease and virtue supplants the love for maidens; and to teach them by what name a whale-boat is stove, man must eventually lower, or at least shift, his conceit of attainable felicity; not placing it anywhere in the intellect or the fancy; but in the wife, the heart, the bed, the table, the saddle, the fireside, the country; now that I have hinted that we have no children born to them in the extraordinary agony of the harpooneer’s vocation amounts to a certainty.",xAI,"{'completion_tokens': 145, 'prompt_tokens': 332, 'total_tokens': 477, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 320, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.0004415, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.0004415, 'upstream_inference_prompt_cost': 7.9e-05, 'upstream_inference_completions_cost': 0.0003625}}",stop,,1,47.0,False,0.0413625304136253,1.583941605839416,False,False
1649,1,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,openrouter,google-ai-studio,v2.1,"But now it is our business to consider the whale in his more solitary aspect; and especially to examine the causes which lead to his occasional appearance in the solitary state, or at least in the state of very small parties, which is the more common condition of the Sperm Whale when found in the deep waters of the ocean. It is a curious fact, that while the Right Whale is almost invariably found in large schools, the Sperm Whale, on the contrary, is frequently met with in a state of comparative isolation, or at most in groups of three or four, which are often seen wandering over the vast solitudes of the sea, as if in search of some lost companion, or perhaps, like the hermit of old, seeking in the silence of the deep a refuge from the tumults of the world.",Google AI Studio,"{'completion_tokens': 161, 'prompt_tokens': 155, 'total_tokens': 316, 'completion_tokens_details': {'accepted_prediction_tokens': None, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': None, 'image_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0, 'cache_write_tokens': 0, 'video_tokens': 0}, 'cost': 0.00028025, 'is_byok': False, 'cost_details': {'upstream_inference_cost': 0.00028025, 'upstream_inference_prompt_cost': 3.875e-05, 'upstream_inference_completions_cost': 0.0002415}}",stop,,1,46.0,False,0.0,1.8686131386861313,False,False
